electricity_kwh,renewable_pct,gas_m3,car_km,public_transport_km,short_haul_flights,long_haul_flights,vehicle_factor,diet_value,food_waste_mult,shopping_value,clothing_items,streaming_hours,carbon_footprint
772.0,43.0,131.0,2654.0,226.0,1.0,2.0,0.192,1.9,1.15,0.3,14.0,11.0,14.99
615.0,68.0,50.0,1109.0,733.0,0.0,1.0,0.192,2.5,1.0,1.5,48.0,0.0,10.52
90.0,35.0,192.0,2676.0,59.0,6.0,0.0,0.1,3.3,1.15,0.72,18.0,7.0,13.1
722.0,12.0,47.0,2423.0,153.0,6.0,4.0,0.192,3.3,0.9,1.1,9.0,2.0,16.87
70.0,49.0,142.0,558.0,277.0,1.0,4.0,0.0,1.5,0.9,0.72,12.0,12.0,8.21
209.0,49.0,113.0,1414.0,170.0,3.0,0.0,0.05,1.9,1.0,0.72,6.0,12.0,7.04
27.0,14.0,20.0,955.0,431.0,5.0,0.0,0.171,1.5,0.9,1.1,59.0,8.0,7.34
873.0,89.0,55.0,480.0,795.0,4.0,4.0,0.0,1.9,1.15,1.5,49.0,10.0,9.99
123.0,75.0,190.0,2445.0,350.0,1.0,3.0,0.05,1.5,1.0,1.5,9.0,2.0,10.71
943.0,78.0,92.0,2892.0,724.0,6.0,0.0,0.1,1.9,1.15,0.3,31.0,0.0,10.72
901.0,68.0,37.0,328.0,804.0,1.0,3.0,0.1,1.5,0.9,1.5,23.0,1.0,8.27
700.0,20.0,118.0,2050.0,247.0,1.0,1.0,0.171,2.5,1.15,1.1,24.0,0.0,14.24
836.0,66.0,128.0,864.0,304.0,4.0,3.0,0.0,3.3,1.0,0.72,24.0,9.0,10.99
318.0,41.0,158.0,1403.0,734.0,2.0,0.0,0.1,2.5,1.0,0.72,5.0,12.0,9.98
725.0,27.0,122.0,981.0,311.0,0.0,4.0,0.1,3.3,1.15,0.72,60.0,3.0,14.18
825.0,10.0,62.0,2904.0,265.0,3.0,4.0,0.1,1.9,1.15,0.72,0.0,3.0,13.83
566.0,1.0,46.0,46.0,247.0,4.0,2.0,0.171,1.7,0.9,1.5,33.0,7.0,9.17
57.0,21.0,14.0,2310.0,546.0,4.0,0.0,0.171,3.3,1.0,1.1,58.0,1.0,11.84
424.0,8.0,85.0,1383.0,702.0,1.0,0.0,0.05,1.5,1.15,1.1,59.0,11.0,9.06
161.0,74.0,18.0,2380.0,401.0,6.0,0.0,0.0,1.9,0.9,1.5,40.0,10.0,5.97
290.0,90.0,168.0,1432.0,922.0,4.0,0.0,0.192,3.3,0.9,1.1,15.0,11.0,12.61
730.0,81.0,140.0,2592.0,297.0,3.0,1.0,0.1,1.5,1.15,0.72,3.0,10.0,10.38
942.0,66.0,65.0,2217.0,285.0,2.0,4.0,0.171,3.3,1.15,0.3,14.0,4.0,14.53
536.0,87.0,170.0,326.0,275.0,1.0,4.0,0.05,1.5,1.15,1.1,6.0,8.0,9.64
580.0,0.0,44.0,645.0,579.0,4.0,0.0,0.05,1.5,1.0,0.72,16.0,3.0,7.35
39.0,86.0,169.0,1048.0,215.0,2.0,4.0,0.1,1.5,1.15,0.72,16.0,10.0,10.37
962.0,100.0,53.0,878.0,193.0,2.0,0.0,0.1,1.5,1.0,1.1,16.0,7.0,5.6
765.0,90.0,114.0,2138.0,170.0,0.0,1.0,0.05,1.7,0.9,0.3,57.0,8.0,7.67
718.0,6.0,160.0,2244.0,490.0,1.0,1.0,0.05,1.5,1.15,0.72,47.0,10.0,12.0
167.0,33.0,24.0,2960.0,660.0,3.0,1.0,0.0,1.9,1.0,0.3,0.0,6.0,4.85
509.0,80.0,79.0,2642.0,414.0,5.0,0.0,0.0,1.5,0.9,1.5,14.0,10.0,6.37
945.0,67.0,198.0,2168.0,804.0,4.0,1.0,0.171,1.5,1.0,0.72,21.0,1.0,14.09
505.0,50.0,191.0,1847.0,851.0,2.0,4.0,0.171,3.3,0.9,1.1,27.0,3.0,16.6
412.0,91.0,185.0,1385.0,516.0,5.0,2.0,0.05,1.7,1.15,0.72,16.0,4.0,9.99
333.0,56.0,132.0,2660.0,253.0,0.0,3.0,0.0,1.7,1.15,1.5,42.0,10.0,9.65
495.0,34.0,123.0,2629.0,470.0,3.0,3.0,0.05,1.5,1.0,1.5,47.0,2.0,11.93
54.0,19.0,164.0,174.0,597.0,6.0,1.0,0.05,1.5,0.9,0.3,12.0,2.0,7.37
637.0,22.0,110.0,1963.0,656.0,4.0,4.0,0.1,1.5,1.0,0.72,32.0,1.0,12.99
319.0,95.0,160.0,331.0,649.0,2.0,1.0,0.1,1.5,0.9,0.3,2.0,7.0,6.81
970.0,12.0,10.0,1638.0,826.0,2.0,0.0,0.0,1.5,1.0,0.72,21.0,3.0,7.47
897.0,37.0,142.0,178.0,248.0,6.0,4.0,0.192,1.9,0.9,0.72,57.0,8.0,12.75
75.0,72.0,29.0,1445.0,352.0,4.0,0.0,0.05,3.3,1.0,0.72,58.0,6.0,7.71
417.0,2.0,200.0,529.0,948.0,5.0,2.0,0.171,3.3,1.0,1.1,11.0,1.0,14.03
528.0,32.0,197.0,2289.0,602.0,6.0,4.0,0.0,3.3,1.0,1.1,9.0,6.0,13.8
268.0,25.0,114.0,1707.0,401.0,1.0,2.0,0.0,2.5,1.0,0.3,34.0,8.0,8.36
684.0,42.0,19.0,996.0,635.0,5.0,3.0,0.0,1.7,1.0,0.3,48.0,4.0,8.15
509.0,45.0,57.0,2861.0,119.0,6.0,0.0,0.0,1.5,1.15,1.5,54.0,10.0,7.77
493.0,10.0,118.0,2207.0,34.0,0.0,2.0,0.1,3.3,1.15,1.1,22.0,6.0,13.46
509.0,62.0,45.0,1623.0,851.0,5.0,3.0,0.05,1.7,1.0,1.1,59.0,4.0,9.98
919.0,75.0,127.0,2380.0,699.0,4.0,1.0,0.192,1.9,1.0,1.5,39.0,12.0,15.09
681.0,41.0,115.0,2601.0,256.0,1.0,1.0,0.192,1.5,1.15,1.5,37.0,0.0,14.82
365.0,91.0,10.0,1322.0,919.0,3.0,2.0,0.192,2.5,1.15,1.1,43.0,10.0,10.84
525.0,72.0,73.0,8.0,670.0,1.0,4.0,0.05,3.3,1.15,0.72,39.0,9.0,10.61
506.0,51.0,88.0,1720.0,992.0,1.0,0.0,0.05,1.5,1.0,0.72,28.0,12.0,7.77
76.0,17.0,43.0,2083.0,183.0,0.0,0.0,0.1,3.3,0.9,1.1,35.0,1.0,8.53
553.0,28.0,103.0,2004.0,798.0,0.0,2.0,0.0,2.5,0.9,1.1,33.0,3.0,9.59
483.0,68.0,129.0,104.0,788.0,0.0,3.0,0.192,1.7,0.9,1.1,33.0,8.0,9.28
376.0,28.0,125.0,2437.0,683.0,6.0,0.0,0.05,1.9,1.0,1.5,25.0,12.0,10.62
239.0,86.0,104.0,651.0,260.0,3.0,2.0,0.171,1.5,1.0,0.72,9.0,6.0,7.86
698.0,3.0,184.0,781.0,751.0,5.0,4.0,0.192,2.5,0.9,0.3,12.0,11.0,14.97
305.0,33.0,179.0,1220.0,296.0,2.0,2.0,0.05,2.5,0.9,0.3,39.0,7.0,10.25
659.0,45.0,156.0,2273.0,731.0,3.0,1.0,0.192,1.9,1.0,1.1,31.0,4.0,15.12
134.0,43.0,177.0,2264.0,737.0,6.0,1.0,0.192,2.5,0.9,0.3,1.0,5.0,13.73
140.0,39.0,27.0,1433.0,410.0,2.0,1.0,0.0,1.9,0.9,0.72,51.0,1.0,5.59
144.0,78.0,100.0,2354.0,325.0,4.0,2.0,0.05,1.5,1.15,1.1,12.0,9.0,8.78
621.0,86.0,164.0,2811.0,33.0,2.0,3.0,0.05,1.9,0.9,0.3,47.0,11.0,10.49
680.0,53.0,155.0,2903.0,125.0,4.0,1.0,0.05,3.3,0.9,1.1,9.0,2.0,11.66
416.0,80.0,55.0,1714.0,978.0,2.0,1.0,0.192,3.3,0.9,0.3,50.0,10.0,11.55
62.0,86.0,127.0,1606.0,238.0,1.0,0.0,0.05,1.5,1.0,1.5,29.0,0.0,7.36
429.0,75.0,167.0,1108.0,650.0,0.0,2.0,0.192,1.9,0.9,0.3,48.0,2.0,10.97
125.0,59.0,56.0,2841.0,824.0,2.0,4.0,0.171,1.7,0.9,1.5,41.0,1.0,14.38
887.0,16.0,136.0,52.0,788.0,4.0,4.0,0.1,2.5,1.15,1.5,59.0,7.0,15.16
16.0,34.0,124.0,349.0,395.0,6.0,1.0,0.0,3.3,1.15,0.72,14.0,10.0,9.25
756.0,63.0,196.0,1157.0,603.0,0.0,4.0,0.0,1.9,0.9,0.3,0.0,7.0,10.0
977.0,3.0,83.0,1293.0,651.0,4.0,4.0,0.192,2.5,1.15,0.72,9.0,1.0,15.9
109.0,83.0,8.0,1840.0,673.0,0.0,4.0,0.1,1.9,0.9,0.3,52.0,12.0,8.69
752.0,33.0,190.0,701.0,765.0,2.0,2.0,0.05,2.5,0.9,1.5,10.0,12.0,12.51
277.0,42.0,50.0,2.0,170.0,3.0,3.0,0.1,3.3,1.15,1.5,48.0,10.0,10.48
346.0,91.0,193.0,361.0,42.0,3.0,3.0,0.1,1.9,1.15,1.1,40.0,9.0,10.82
895.0,61.0,112.0,1927.0,180.0,2.0,2.0,0.0,1.5,1.15,0.72,31.0,4.0,8.41
355.0,39.0,10.0,2358.0,121.0,3.0,0.0,0.0,1.9,1.0,0.72,47.0,3.0,5.27
558.0,27.0,102.0,807.0,708.0,5.0,1.0,0.0,1.7,0.9,0.72,60.0,8.0,9.22
386.0,46.0,102.0,1159.0,975.0,2.0,2.0,0.1,1.5,1.0,1.5,60.0,6.0,10.86
139.0,72.0,128.0,1515.0,2.0,6.0,3.0,0.171,3.3,0.9,0.72,27.0,3.0,12.72
847.0,18.0,14.0,2969.0,113.0,4.0,0.0,0.05,1.7,1.0,0.3,14.0,7.0,8.09
14.0,49.0,121.0,486.0,490.0,5.0,0.0,0.05,1.7,1.15,0.72,20.0,9.0,7.05
480.0,39.0,157.0,2139.0,381.0,6.0,3.0,0.0,3.3,0.9,0.3,55.0,5.0,11.73
816.0,69.0,100.0,221.0,717.0,0.0,0.0,0.0,1.7,1.15,1.1,43.0,8.0,7.65
566.0,25.0,86.0,2965.0,900.0,5.0,4.0,0.1,3.3,1.15,1.5,4.0,0.0,16.26
444.0,5.0,68.0,2874.0,655.0,0.0,3.0,0.0,2.5,0.9,1.5,59.0,12.0,10.6
93.0,45.0,156.0,1443.0,328.0,2.0,3.0,0.1,1.5,1.15,1.1,8.0,10.0,10.5
521.0,32.0,91.0,631.0,607.0,4.0,1.0,0.1,1.9,1.0,1.1,26.0,12.0,9.47
878.0,38.0,144.0,331.0,592.0,5.0,0.0,0.171,1.7,1.15,1.5,60.0,7.0,11.77
42.0,2.0,163.0,581.0,130.0,1.0,4.0,0.192,2.5,1.15,0.3,42.0,12.0,11.56
533.0,78.0,121.0,1286.0,261.0,0.0,2.0,0.0,3.3,0.9,0.72,40.0,4.0,8.81
116.0,19.0,4.0,1474.0,943.0,4.0,1.0,0.171,3.3,0.9,0.3,49.0,7.0,9.88
423.0,59.0,194.0,2704.0,911.0,5.0,0.0,0.05,1.5,0.9,1.1,24.0,12.0,10.76
6.0,37.0,53.0,363.0,408.0,6.0,4.0,0.171,3.3,1.0,0.3,5.0,5.0,9.22
479.0,51.0,9.0,1185.0,108.0,6.0,1.0,0.192,1.7,1.0,1.5,50.0,1.0,9.7
687.0,67.0,178.0,2238.0,654.0,2.0,4.0,0.171,3.3,1.15,1.5,39.0,12.0,18.52
783.0,24.0,6.0,1282.0,874.0,2.0,1.0,0.171,3.3,1.0,1.1,19.0,7.0,11.79
487.0,94.0,98.0,2210.0,954.0,6.0,0.0,0.0,3.3,1.0,1.5,38.0,12.0,9.5
341.0,61.0,137.0,2327.0,143.0,5.0,0.0,0.0,1.5,1.0,0.3,4.0,0.0,5.94
286.0,49.0,8.0,1835.0,318.0,5.0,4.0,0.0,1.5,1.15,1.1,50.0,6.0,8.13
0.0,89.0,114.0,500.0,206.0,2.0,2.0,0.0,1.9,1.15,1.5,41.0,8.0,8.52
864.0,27.0,112.0,856.0,952.0,1.0,0.0,0.192,1.7,1.15,0.72,13.0,11.0,10.87
153.0,16.0,180.0,5.0,433.0,5.0,3.0,0.05,1.5,0.9,1.1,40.0,8.0,10.33
338.0,87.0,15.0,2820.0,685.0,3.0,1.0,0.171,1.9,0.9,0.3,38.0,7.0,10.79
497.0,47.0,15.0,2867.0,245.0,2.0,3.0,0.171,1.5,0.9,1.5,10.0,7.0,12.77
883.0,74.0,54.0,2154.0,405.0,6.0,3.0,0.0,1.5,0.9,1.1,42.0,9.0,8.51
233.0,25.0,42.0,34.0,815.0,1.0,2.0,0.192,1.7,1.0,1.5,12.0,7.0,7.23
57.0,17.0,137.0,1834.0,225.0,1.0,2.0,0.1,1.5,1.15,0.72,43.0,2.0,9.91
651.0,20.0,56.0,373.0,124.0,5.0,1.0,0.1,1.9,1.0,1.1,38.0,12.0,9.16
631.0,35.0,57.0,1265.0,559.0,5.0,1.0,0.171,1.7,0.9,0.3,37.0,6.0,9.93
297.0,21.0,139.0,2102.0,905.0,3.0,2.0,0.0,1.9,0.9,1.1,22.0,6.0,9.43
22.0,88.0,67.0,2346.0,980.0,3.0,0.0,0.0,3.3,0.9,0.3,43.0,4.0,6.78
85.0,68.0,52.0,462.0,907.0,5.0,1.0,0.171,1.9,1.15,0.3,50.0,5.0,7.75
950.0,21.0,144.0,1031.0,108.0,2.0,2.0,0.171,2.5,1.0,1.5,35.0,8.0,14.49
957.0,94.0,68.0,2247.0,525.0,3.0,3.0,0.05,2.5,1.15,0.72,45.0,2.0,10.13
937.0,8.0,150.0,2641.0,960.0,5.0,3.0,0.0,1.9,0.9,1.5,32.0,10.0,13.91
714.0,70.0,70.0,1320.0,603.0,5.0,0.0,0.1,1.7,0.9,1.1,40.0,2.0,8.55
712.0,0.0,174.0,2050.0,707.0,2.0,4.0,0.192,2.5,0.9,1.5,45.0,4.0,19.08
948.0,25.0,129.0,2890.0,570.0,6.0,1.0,0.192,3.3,0.9,1.5,46.0,8.0,19.65
66.0,50.0,28.0,1137.0,831.0,6.0,0.0,0.171,2.5,0.9,0.3,15.0,7.0,7.6
856.0,69.0,46.0,912.0,736.0,3.0,0.0,0.05,1.5,0.9,1.5,30.0,6.0,7.19
761.0,19.0,6.0,625.0,798.0,5.0,3.0,0.05,3.3,1.0,0.3,20.0,1.0,10.32
901.0,61.0,155.0,2155.0,330.0,3.0,3.0,0.05,3.3,1.0,1.1,36.0,5.0,13.49
933.0,97.0,62.0,1354.0,740.0,3.0,3.0,0.171,3.3,1.0,1.1,30.0,10.0,12.16
191.0,73.0,119.0,1110.0,702.0,2.0,0.0,0.1,3.3,1.0,0.3,13.0,10.0,8.78
331.0,28.0,97.0,1681.0,40.0,5.0,2.0,0.0,1.7,1.0,0.3,19.0,1.0,7.24
669.0,98.0,97.0,222.0,832.0,2.0,1.0,0.0,1.5,1.0,0.3,55.0,2.0,6.46
69.0,70.0,71.0,119.0,862.0,2.0,3.0,0.192,3.3,1.0,0.72,19.0,8.0,9.11
5.0,14.0,130.0,869.0,648.0,1.0,4.0,0.0,3.3,0.9,0.3,55.0,0.0,9.97
487.0,95.0,118.0,19.0,393.0,3.0,0.0,0.05,1.9,1.0,0.72,59.0,11.0,7.18
694.0,59.0,95.0,922.0,10.0,2.0,2.0,0.0,2.5,1.0,0.72,43.0,1.0,8.63
125.0,70.0,117.0,2217.0,902.0,4.0,4.0,0.171,1.5,1.0,1.5,48.0,5.0,14.77
927.0,31.0,4.0,1236.0,34.0,1.0,0.0,0.192,3.3,1.15,1.5,11.0,10.0,11.5
564.0,29.0,134.0,1382.0,29.0,5.0,0.0,0.171,1.5,1.0,1.5,48.0,11.0,12.04
884.0,12.0,60.0,1172.0,716.0,3.0,2.0,0.192,1.5,1.0,1.5,49.0,4.0,13.43
677.0,20.0,127.0,2781.0,711.0,0.0,4.0,0.1,2.5,0.9,0.72,10.0,4.0,14.29
944.0,91.0,110.0,1097.0,957.0,1.0,3.0,0.05,3.3,1.15,1.1,54.0,2.0,11.89
984.0,9.0,2.0,1827.0,247.0,4.0,0.0,0.0,2.5,0.9,1.1,7.0,12.0,8.34
378.0,61.0,97.0,1366.0,73.0,5.0,3.0,0.1,1.7,0.9,1.5,20.0,11.0,10.38
766.0,96.0,132.0,106.0,245.0,3.0,3.0,0.0,3.3,0.9,1.1,5.0,6.0,9.41
73.0,37.0,121.0,2414.0,525.0,1.0,4.0,0.192,3.3,1.15,1.5,47.0,1.0,17.32
573.0,41.0,52.0,640.0,916.0,6.0,3.0,0.0,1.5,1.15,0.3,41.0,0.0,8.73
285.0,12.0,187.0,2769.0,20.0,5.0,2.0,0.1,1.9,1.15,0.3,57.0,0.0,13.55
363.0,13.0,105.0,1926.0,798.0,5.0,4.0,0.1,1.9,0.9,0.3,16.0,7.0,11.94
54.0,96.0,198.0,2343.0,596.0,3.0,3.0,0.0,1.9,0.9,1.1,8.0,3.0,9.59
973.0,18.0,120.0,1394.0,247.0,3.0,2.0,0.05,2.5,0.9,1.1,44.0,9.0,12.76
568.0,30.0,106.0,2854.0,377.0,2.0,3.0,0.1,2.5,1.0,0.3,42.0,9.0,13.37
931.0,50.0,103.0,1379.0,1.0,3.0,3.0,0.05,2.5,1.0,1.5,40.0,10.0,12.01
437.0,60.0,128.0,1714.0,782.0,1.0,1.0,0.1,1.9,1.0,1.1,12.0,10.0,10.09
546.0,43.0,176.0,484.0,985.0,2.0,4.0,0.1,1.9,0.9,0.72,55.0,12.0,12.57
138.0,99.0,171.0,550.0,587.0,2.0,0.0,0.192,3.3,1.0,0.3,20.0,10.0,9.55
442.0,49.0,28.0,2934.0,953.0,0.0,2.0,0.0,2.5,1.15,1.1,53.0,1.0,8.54
14.0,46.0,53.0,1011.0,407.0,3.0,4.0,0.192,1.5,1.0,0.72,2.0,10.0,9.03
914.0,17.0,152.0,2116.0,460.0,2.0,0.0,0.192,1.5,0.9,1.1,8.0,8.0,14.43
620.0,34.0,17.0,2469.0,394.0,5.0,1.0,0.1,1.5,1.0,1.5,53.0,12.0,10.99
107.0,4.0,114.0,2994.0,279.0,2.0,3.0,0.171,3.3,0.9,1.5,49.0,0.0,16.55
842.0,64.0,196.0,2978.0,47.0,0.0,2.0,0.05,2.5,0.9,0.72,23.0,1.0,11.52
176.0,15.0,191.0,1886.0,684.0,0.0,0.0,0.171,1.7,1.15,0.72,49.0,4.0,12.47
309.0,82.0,94.0,2180.0,727.0,4.0,4.0,0.192,1.9,0.9,1.1,19.0,0.0,13.86
362.0,50.0,104.0,2177.0,285.0,4.0,1.0,0.05,3.3,1.0,1.1,26.0,9.0,10.61
426.0,81.0,31.0,2886.0,242.0,1.0,4.0,0.171,1.9,1.15,0.3,26.0,9.0,12.8
895.0,44.0,15.0,1929.0,875.0,5.0,3.0,0.1,1.5,1.0,1.1,28.0,11.0,11.37
960.0,21.0,192.0,2115.0,381.0,5.0,2.0,0.171,3.3,1.15,1.5,25.0,1.0,19.29
492.0,100.0,131.0,1876.0,593.0,0.0,2.0,0.192,1.5,1.0,1.1,49.0,2.0,12.16
655.0,22.0,40.0,1830.0,197.0,0.0,0.0,0.171,1.9,0.9,1.1,26.0,8.0,10.32
207.0,14.0,20.0,216.0,258.0,5.0,3.0,0.0,1.7,1.15,1.5,47.0,11.0,8.51
746.0,96.0,66.0,335.0,300.0,6.0,0.0,0.171,1.9,1.0,0.3,14.0,6.0,5.83
631.0,68.0,26.0,312.0,9.0,2.0,3.0,0.05,1.7,0.9,0.3,26.0,4.0,6.07
825.0,60.0,200.0,1111.0,87.0,0.0,4.0,0.0,1.9,1.0,0.72,3.0,11.0,10.6
659.0,71.0,107.0,1267.0,762.0,1.0,1.0,0.1,1.7,1.0,1.5,56.0,7.0,10.23
200.0,94.0,62.0,2657.0,263.0,3.0,4.0,0.05,1.7,1.0,0.3,60.0,5.0,9.21
670.0,50.0,87.0,53.0,277.0,2.0,1.0,0.1,1.7,1.0,1.5,54.0,12.0,8.8
650.0,41.0,129.0,2451.0,535.0,1.0,2.0,0.0,1.7,1.0,0.3,0.0,4.0,7.97
301.0,100.0,52.0,2746.0,860.0,0.0,0.0,0.05,1.5,1.0,1.1,21.0,0.0,6.39
201.0,62.0,74.0,1954.0,613.0,3.0,4.0,0.0,3.3,0.9,1.5,3.0,6.0,9.75
902.0,99.0,4.0,724.0,276.0,1.0,2.0,0.0,1.7,1.0,1.5,33.0,4.0,5.63
568.0,62.0,180.0,832.0,919.0,5.0,0.0,0.171,1.9,0.9,0.72,2.0,3.0,10.12
588.0,30.0,2.0,1624.0,764.0,0.0,2.0,0.05,1.5,0.9,0.3,46.0,11.0,7.38
664.0,38.0,190.0,1588.0,635.0,4.0,2.0,0.1,1.9,0.9,1.1,41.0,5.0,13.35
712.0,13.0,83.0,2201.0,721.0,6.0,3.0,0.171,2.5,1.0,1.5,43.0,6.0,17.0
126.0,81.0,65.0,374.0,217.0,0.0,0.0,0.05,1.5,0.9,1.5,52.0,2.0,5.69
424.0,84.0,142.0,1261.0,168.0,1.0,3.0,0.171,1.5,1.0,0.72,56.0,12.0,11.27
484.0,58.0,76.0,883.0,745.0,6.0,0.0,0.192,1.7,1.0,1.5,39.0,2.0,9.89
368.0,64.0,193.0,223.0,104.0,0.0,0.0,0.1,1.9,0.9,0.72,46.0,6.0,8.08
729.0,54.0,41.0,1429.0,836.0,0.0,4.0,0.171,2.5,0.9,1.5,45.0,11.0,13.1
209.0,89.0,153.0,1051.0,254.0,3.0,4.0,0.05,3.3,0.9,0.3,3.0,7.0,10.19
314.0,76.0,152.0,2083.0,765.0,6.0,3.0,0.0,1.7,1.15,0.72,49.0,4.0,10.3
935.0,79.0,120.0,565.0,948.0,5.0,2.0,0.05,3.3,1.15,0.72,50.0,10.0,11.93
479.0,1.0,149.0,1094.0,714.0,5.0,0.0,0.05,3.3,0.9,1.1,52.0,2.0,12.01
221.0,97.0,74.0,1071.0,620.0,3.0,4.0,0.171,1.9,1.0,0.72,22.0,5.0,10.18
460.0,77.0,9.0,1647.0,753.0,4.0,2.0,0.1,1.5,1.0,0.72,12.0,9.0,7.67
478.0,80.0,27.0,1420.0,253.0,2.0,4.0,0.171,2.5,0.9,1.5,7.0,3.0,10.7
729.0,53.0,89.0,2382.0,963.0,1.0,4.0,0.171,1.7,1.15,1.1,36.0,1.0,15.19
880.0,28.0,120.0,2778.0,320.0,5.0,3.0,0.0,1.9,0.9,0.72,37.0,6.0,11.08
585.0,25.0,108.0,1453.0,91.0,4.0,2.0,0.0,3.3,1.0,0.3,14.0,10.0,9.88
959.0,6.0,135.0,773.0,511.0,6.0,0.0,0.1,3.3,0.9,1.1,4.0,0.0,12.79
37.0,81.0,115.0,466.0,922.0,5.0,2.0,0.192,3.3,0.9,0.72,2.0,2.0,9.81
842.0,41.0,129.0,2292.0,400.0,2.0,0.0,0.171,3.3,1.15,1.1,30.0,11.0,15.61
342.0,41.0,179.0,2783.0,161.0,3.0,2.0,0.05,1.7,1.15,0.72,53.0,2.0,11.51
349.0,48.0,113.0,939.0,622.0,1.0,3.0,0.05,1.9,1.15,0.3,51.0,6.0,9.59
86.0,71.0,42.0,1595.0,786.0,1.0,3.0,0.0,1.5,0.9,1.5,0.0,4.0,6.45
508.0,6.0,196.0,1016.0,978.0,3.0,3.0,0.1,1.5,0.9,0.3,31.0,10.0,12.53
902.0,58.0,10.0,1914.0,597.0,5.0,2.0,0.192,2.5,1.0,0.3,4.0,11.0,11.74
441.0,32.0,58.0,2836.0,83.0,1.0,2.0,0.0,1.7,0.9,0.72,47.0,3.0,7.04
866.0,36.0,2.0,2430.0,405.0,6.0,3.0,0.0,1.5,0.9,1.1,3.0,12.0,8.16
166.0,80.0,168.0,2411.0,885.0,5.0,3.0,0.1,1.7,0.9,1.5,13.0,5.0,12.95
513.0,39.0,74.0,988.0,989.0,1.0,1.0,0.1,3.3,1.0,1.1,39.0,4.0,10.77
744.0,24.0,150.0,2082.0,112.0,6.0,3.0,0.0,1.5,0.9,0.3,58.0,7.0,10.99
279.0,27.0,5.0,2566.0,599.0,2.0,0.0,0.05,1.7,1.0,0.3,37.0,8.0,6.19
999.0,36.0,55.0,1051.0,631.0,5.0,4.0,0.171,1.7,1.0,0.3,47.0,0.0,12.52
697.0,21.0,92.0,2066.0,482.0,4.0,1.0,0.0,1.5,1.0,1.1,40.0,3.0,9.14
717.0,54.0,42.0,976.0,23.0,5.0,0.0,0.0,1.5,0.9,0.72,1.0,8.0,5.21
132.0,81.0,112.0,1201.0,140.0,6.0,2.0,0.0,3.3,1.0,0.3,14.0,5.0,8.46
771.0,43.0,186.0,699.0,496.0,0.0,3.0,0.05,1.5,1.0,0.72,21.0,7.0,10.84
705.0,93.0,58.0,2507.0,996.0,6.0,3.0,0.171,1.7,1.15,1.5,17.0,10.0,13.99
702.0,49.0,173.0,2052.0,786.0,0.0,2.0,0.0,1.9,0.9,1.5,38.0,3.0,10.72
437.0,11.0,17.0,2952.0,277.0,1.0,3.0,0.192,1.9,0.9,1.1,12.0,1.0,14.01
464.0,74.0,104.0,714.0,494.0,4.0,2.0,0.192,1.7,1.15,0.3,55.0,9.0,9.89
112.0,25.0,74.0,1550.0,258.0,6.0,0.0,0.171,3.3,1.15,0.72,2.0,11.0,10.84
968.0,38.0,37.0,409.0,610.0,3.0,1.0,0.05,2.5,1.0,0.3,24.0,11.0,8.54
796.0,86.0,191.0,811.0,459.0,3.0,3.0,0.0,2.5,1.15,0.3,41.0,10.0,10.98
752.0,58.0,17.0,2230.0,869.0,5.0,2.0,0.0,1.9,0.9,1.1,11.0,10.0,7.56
786.0,5.0,188.0,1135.0,451.0,0.0,4.0,0.192,1.5,1.15,1.1,56.0,4.0,16.16
896.0,43.0,70.0,2856.0,466.0,3.0,3.0,0.05,1.9,1.0,0.72,10.0,12.0,10.91
491.0,98.0,92.0,1637.0,966.0,0.0,2.0,0.1,1.5,1.15,1.1,56.0,3.0,9.79
163.0,63.0,29.0,941.0,220.0,0.0,3.0,0.05,2.5,1.0,0.72,9.0,8.0,6.92
809.0,55.0,86.0,2746.0,990.0,1.0,2.0,0.192,3.3,1.0,1.5,60.0,1.0,17.71
612.0,53.0,57.0,311.0,495.0,2.0,1.0,0.192,2.5,1.15,1.5,42.0,4.0,9.63
966.0,100.0,170.0,2452.0,760.0,5.0,3.0,0.171,2.5,1.0,1.5,38.0,7.0,16.38
742.0,7.0,184.0,2834.0,102.0,1.0,4.0,0.1,2.5,1.0,0.72,33.0,7.0,16.49
198.0,57.0,103.0,1027.0,768.0,4.0,2.0,0.05,2.5,0.9,0.72,34.0,3.0,9.11
169.0,53.0,189.0,2705.0,852.0,5.0,4.0,0.1,1.9,1.15,0.3,19.0,7.0,14.07
38.0,77.0,185.0,2977.0,88.0,0.0,3.0,0.0,2.5,1.15,0.72,34.0,1.0,9.76
692.0,100.0,119.0,1181.0,983.0,3.0,0.0,0.171,1.7,1.0,0.3,54.0,3.0,9.12
675.0,92.0,87.0,1550.0,764.0,0.0,1.0,0.192,2.5,0.9,1.5,38.0,0.0,11.22
12.0,16.0,133.0,1447.0,561.0,3.0,1.0,0.1,1.5,0.9,1.1,45.0,3.0,9.27
243.0,41.0,129.0,1677.0,36.0,3.0,3.0,0.1,1.9,1.15,1.1,54.0,7.0,11.87
569.0,56.0,53.0,506.0,430.0,1.0,2.0,0.1,3.3,1.0,1.1,26.0,11.0,9.53
210.0,84.0,145.0,398.0,895.0,6.0,1.0,0.171,2.5,1.0,0.3,32.0,8.0,9.6
205.0,36.0,117.0,181.0,937.0,5.0,4.0,0.171,1.5,1.0,0.72,56.0,9.0,10.63
650.0,2.0,175.0,480.0,874.0,6.0,2.0,0.1,2.5,1.0,0.72,45.0,12.0,13.81
